MF,FinalBMIS,Orig_RSD,FinalRSD,SampID,runDate,type,samp,replicate,Area,Adjusted_Area,Blk.QC,Rep,Background,Mass.Error.PPM,SN,SNFlag,ppmFlag,areaminFlag
(3-Carboxypropyl)trimethylammonium (TMAB)_Pos,Inj_vol,0.06296029448209116,0.06296029448209116,210322_Poo_TruePoo_Full3,210322,Poo,TruePoo,Full3,98479808,98479808,ok,210322_Poo_TruePoo_Full3,2202610,-3.7,44.710506172222956,NA,NA,NA
(3-Carboxypropyl)trimethylammonium (TMAB)_Pos,Inj_vol,0.06296029448209116,0.06296029448209116,210322_Poo_TruePoo_Half1,210322,Poo,TruePoo,Half1,42934728,85869456,ok,210322_Poo_TruePoo_Half1,975449,-1.6,44.01534882910332,NA,NA,NA
(3-Carboxypropyl)trimethylammonium (TMAB)_Pos,Inj_vol,0.06296029448209116,0.06296029448209116,210322_Poo_TruePoo_Half2,210322,Poo,TruePoo,Half2,50869588,101739176,ok,210322_Poo_TruePoo_Half2,697054,-3,72.97797301213393,NA,NA,NA
(3-Carboxypropyl)trimethylammonium (TMAB)_Pos,Inj_vol,0.06296029448209116,0.06296029448209116,210322_Poo_TruePoo_Half3,210322,Poo,TruePoo,Half3,46559364,93118728,ok,210322_Poo_TruePoo_Half3,1448483,-3.5,32.14353499488775,NA,NA,NA
2-Hydroxy-4-(methylthio)butyric_acid_Neg,"DL-Alanine, D3",0.23946698197674168,0.1628811521584694,210322_Poo_TruePoo_Full1,210322,Poo,TruePoo,Full1,4094560,8127787.070830396,ok,210322_Poo_TruePoo_Full1,0,-0.6,NA,NA,NA,NA
2-Hydroxy-4-(methylthio)butyric_acid_Neg,"DL-Alanine, D3",0.23946698197674168,0.1628811521584694,210322_Poo_TruePoo_Full2,210322,Poo,TruePoo,Full2,5341042,8718126.920483021,ok,210322_Poo_TruePoo_Full2,0,-0.7,NA,NA,NA,NA
2-Hydroxy-4-(methylthio)butyric_acid_Neg,"DL-Alanine, D3",0.23946698197674168,0.1628811521584694,210322_Poo_TruePoo_Full3,210322,Poo,TruePoo,Full3,7568212,11265859.030265965,ok,210322_Poo_TruePoo_Full3,0,-1.8,NA,NA,NA,NA
2-Hydroxy-4-(methylthio)butyric_acid_Neg,"DL-Alanine, D3",0.23946698197674168,0.1628811521584694,210322_Poo_TruePoo_Half1,210322,Poo,TruePoo,Half1,2828867,11740865.90989498,ok,210322_Poo_TruePoo_Half1,0,-1.4,NA,NA,NA,NA
2-Hydroxy-4-(methylthio)butyric_acid_Neg,"DL-Alanine, D3",0.23946698197674168,0.1628811521584694,210322_Poo_TruePoo_Half2,210322,Poo,TruePoo,Half2,2766455,9226035.673744213,ok,210322_Poo_TruePoo_Half2,0,-0.9,NA,NA,NA,NA
2-Hydroxy-4-(methylthio)butyric_acid_Neg,"DL-Alanine, D3",0.23946698197674168,0.1628811521584694,210322_Poo_TruePoo_Half3,210322,Poo,TruePoo,Half3,3935517,11856709.029495016,ok,210322_Poo_TruePoo_Half3,0,-2,NA,NA,NA,NA
3-Sulfopyruvic Acid_Neg,Inj_vol,0.2836454135149293,0.2836454135149293,210322_Poo_TruePoo_Full1,210322,Poo,TruePoo,Full1,420871,420871,ok,210322_Poo_TruePoo_Full1,0,1,NA,NA,NA,NA
3-Sulfopyruvic Acid_Neg,Inj_vol,0.2836454135149293,0.2836454135149293,210322_Poo_TruePoo_Full2,210322,Poo,TruePoo,Full2,492507,492507,ok,210322_Poo_TruePoo_Full2,0,0.5,NA,NA,NA,NA
3-Sulfopyruvic Acid_Neg,Inj_vol,0.2836454135149293,0.2836454135149293,210322_Poo_TruePoo_Full3,210322,Poo,TruePoo,Full3,415731,415731,ok,210322_Poo_TruePoo_Full3,0,-0.8,NA,NA,NA,NA
3-Sulfopyruvic Acid_Neg,Inj_vol,0.2836454135149293,0.2836454135149293,210322_Poo_TruePoo_Half1,210322,Poo,TruePoo,Half1,217290,434580,ok,210322_Poo_TruePoo_Half1,0,0.3,NA,NA,NA,NA
3-Sulfopyruvic Acid_Neg,Inj_vol,0.2836454135149293,0.2836454135149293,210322_Poo_TruePoo_Half2,210322,Poo,TruePoo,Half2,132263,264526,ok,210322_Poo_TruePoo_Half2,0,0,NA,NA,NA,NA
3-Sulfopyruvic Acid_Neg,Inj_vol,0.2836454135149293,0.2836454135149293,210322_Poo_TruePoo_Half3,210322,Poo,TruePoo,Half3,111216,222432,ok,210322_Poo_TruePoo_Half3,0,-0.3,NA,NA,NA,NA
4-Hydroxyisoleucine_Neg,"Adenosine Monophosphate, 15N5",0.1646125460817935,0.08718801775134531,210322_Poo_TruePoo_Full1,210322,Poo,TruePoo,Full1,1045308,1079027.126902241,ok,210322_Poo_TruePoo_Full1,0,-0.6,NA,NA,NA,NA
4-Hydroxyisoleucine_Neg,"Adenosine Monophosphate, 15N5",0.1646125460817935,0.08718801775134531,210322_Poo_TruePoo_Full2,210322,Poo,TruePoo,Full2,815799,866908.8649867055,ok,210322_Poo_TruePoo_Full2,0,-0.6,NA,NA,NA,NA
4-Hydroxyisoleucine_Neg,"Adenosine Monophosphate, 15N5",0.1646125460817935,0.08718801775134531,210322_Poo_TruePoo_Full3,210322,Poo,TruePoo,Full3,1289257,1120315.7052441542,ok,210322_Poo_TruePoo_Full3,0,-2,NA,NA,NA,NA
4-Hydroxyisoleucine_Neg,"Adenosine Monophosphate, 15N5",0.1646125460817935,0.08718801775134531,210322_Poo_TruePoo_Half1,210322,Poo,TruePoo,Half1,469960,996959.651957814,ok,210322_Poo_TruePoo_Half1,0,-1.3,NA,NA,NA,NA
4-Hydroxyisoleucine_Neg,"Adenosine Monophosphate, 15N5",0.1646125460817935,0.08718801775134531,210322_Poo_TruePoo_Half2,210322,Poo,TruePoo,Half2,491504,1007526.7824374,ok,210322_Poo_TruePoo_Half2,0,-0.5,NA,NA,NA,NA
4-Hydroxyisoleucine_Neg,"Adenosine Monophosphate, 15N5",0.1646125460817935,0.08718801775134531,210322_Poo_TruePoo_Half3,210322,Poo,TruePoo,Half3,594058,1066282.5792827948,ok,210322_Poo_TruePoo_Half3,0,-1.8,NA,NA,NA,NA
4-Hydroxyisoleucine_Pos,"L-Isoleucine, 15N",0.29968500123834185,0.1135305414697025,210322_Smp_Aloha_A,210322,Smp,Aloha,A,1223283,817494.6024049033,ok,210322_Smp_Aloha_A,794770,-3.1,1.5391660480390554,NA,NA,NA
4-Hydroxyisoleucine_Pos,"L-Isoleucine, 15N",0.29968500123834185,0.1135305414697025,210322_Smp_Aloha_B,210322,Smp,Aloha,B,1155089,934565.284172658,ok,210322_Smp_Aloha_B,602776,-2.6,1.9162823337359152,NA,NA,NA
4-Hydroxyisoleucine_Pos,"L-Isoleucine, 15N",0.29968500123834185,0.1135305414697025,210322_Smp_Aloha_C,210322,Smp,Aloha,C,1122027,1209032.70306742,ok,210322_Smp_Aloha_C,715778,-2.8,1.5675628476985881,NA,NA,NA
4-Hydroxyisoleucine_Pos,"L-Isoleucine, 15N",0.29968500123834185,0.1135305414697025,210322_Smp_LW_A,210322,Smp,LW,A,2160468,2620344.743754705,ok,210322_Smp_LW_A,0,-3.6,Inf,NA,NA,NA
4-Hydroxyisoleucine_Pos,"L-Isoleucine, 15N",0.29968500123834185,0.1135305414697025,210322_Smp_LW_B,210322,Smp,LW,B,1919371,1555153.3511377373,ok,210322_Smp_LW_B,1034490,-3.5,1.8553789790138135,NA,NA,NA
4-Hydroxyisoleucine_Pos,"L-Isoleucine, 15N",0.29968500123834185,0.1135305414697025,210322_Smp_LW_C,210322,Smp,LW,C,2279322,1662899.4966582996,ok,210322_Smp_LW_C,745100,-2.8,3.059082002415783,NA,NA,NA
4-Hydroxyisoleucine_Pos,"L-Isoleucine, 15N",0.29968500123834185,0.1135305414697025,210322_Poo_TruePoo_Full1,210322,Poo,TruePoo,Full1,3361742,5833898.651166287,ok,210322_Poo_TruePoo_Full1,606638,-2.3,5.541594822612497,NA,NA,NA
4-Hydroxyisoleucine_Pos,"L-Isoleucine, 15N",0.29968500123834185,0.1135305414697025,210322_Poo_TruePoo_Full2,210322,Poo,TruePoo,Full2,4128561,5437889.565421032,ok,210322_Poo_TruePoo_Full2,1370455,-3.2,3.0125476575297987,NA,NA,NA
4-Hydroxyisoleucine_Pos,"L-Isoleucine, 15N",0.29968500123834185,0.1135305414697025,210322_Poo_TruePoo_Full3,210322,Poo,TruePoo,Full3,5177030,5909376.925189803,ok,210322_Poo_TruePoo_Full3,0,-3.6,Inf,NA,NA,NA
4-Hydroxyisoleucine_Pos,"L-Isoleucine, 15N",0.29968500123834185,0.1135305414697025,210322_Poo_TruePoo_Half1,210322,Poo,TruePoo,Half1,1166511,4427130.865944797,ok,210322_Poo_TruePoo_Half1,1200631,-1.9,0.9715816100034066,SNFlag,NA,NA
4-Hydroxyisoleucine_Pos,"L-Isoleucine, 15N",0.29968500123834185,0.1135305414697025,210322_Poo_TruePoo_Half2,210322,Poo,TruePoo,Half2,1943115,5537350.845713037,ok,210322_Poo_TruePoo_Half2,450762,-3.4,4.3107338240579285,NA,NA,NA
4-Hydroxyisoleucine_Pos,"L-Isoleucine, 15N",0.29968500123834185,0.1135305414697025,210322_Poo_TruePoo_Half3,210322,Poo,TruePoo,Half3,2870324,6269549.201966568,ok,210322_Poo_TruePoo_Half3,170865,-4,16.798782664676793,NA,NA,NA
5-Methylcytosine_Pos,Inj_vol,0.05099365435864327,0.05099365435864327,210322_Smp_LW_A,210322,Smp,LW,A,389502,389502,ok,210322_Smp_LW_A,1029538,-2.9,0.3783269777317593,SNFlag,NA,NA
5-Methylcytosine_Pos,Inj_vol,0.05099365435864327,0.05099365435864327,210322_Smp_LW_B,210322,Smp,LW,B,503177,503177,ok,210322_Smp_LW_B,1086889,-2.7,0.46295159855330215,SNFlag,NA,NA
5-Methylcytosine_Pos,Inj_vol,0.05099365435864327,0.05099365435864327,210322_Smp_LW_C,210322,Smp,LW,C,534559,534559,ok,210322_Smp_LW_C,702251,-2.2,0.7612078872084198,SNFlag,NA,NA
5-Methylcytosine_Pos,Inj_vol,0.05099365435864327,0.05099365435864327,210322_Poo_TruePoo_Full1,210322,Poo,TruePoo,Full1,58489864,58489864,ok,210322_Poo_TruePoo_Full1,2497717,-1.7,23.41733030603547,NA,NA,NA
5-Methylcytosine_Pos,Inj_vol,0.05099365435864327,0.05099365435864327,210322_Poo_TruePoo_Full2,210322,Poo,TruePoo,Full2,62346292,62346292,ok,210322_Poo_TruePoo_Full2,2971162,-2.7,20.983807681977623,NA,NA,NA
5-Methylcytosine_Pos,Inj_vol,0.05099365435864327,0.05099365435864327,210322_Poo_TruePoo_Full3,210322,Poo,TruePoo,Full3,63613780,63613780,ok,210322_Poo_TruePoo_Full3,3183137,-2.9,19.984618946655452,NA,NA,NA
5-Methylcytosine_Pos,Inj_vol,0.05099365435864327,0.05099365435864327,210322_Poo_TruePoo_Half1,210322,Poo,TruePoo,Half1,28548950,57097900,ok,210322_Poo_TruePoo_Half1,2540277,-1.4,11.238518476528347,NA,NA,NA
5-Methylcytosine_Pos,Inj_vol,0.05099365435864327,0.05099365435864327,210322_Poo_TruePoo_Half2,210322,Poo,TruePoo,Half2,31614110,63228220,ok,210322_Poo_TruePoo_Half2,3002085,-2.7,10.530717817783307,NA,NA,NA
5-Methylcytosine_Pos,Inj_vol,0.05099365435864327,0.05099365435864327,210322_Poo_TruePoo_Half3,210322,Poo,TruePoo,Half3,32547528,65095056,ok,210322_Poo_TruePoo_Half3,2381242,-3.2,13.668299148091625,NA,NA,NA
6-Methyladenine_Pos,Inj_vol,0.05840332597294086,0.05840332597294086,210322_Smp_LW_A,210322,Smp,LW,A,239109,239109,ok,210322_Smp_LW_A,21673,-2.6,11.032575093434227,NA,NA,NA
6-Methyladenine_Pos,Inj_vol,0.05840332597294086,0.05840332597294086,210322_Smp_LW_B,210322,Smp,LW,B,311823,311823,ok,210322_Smp_LW_B,295906,-2.6,1.0537907308401993,NA,NA,NA
6-Methyladenine_Pos,Inj_vol,0.05840332597294086,0.05840332597294086,210322_Smp_LW_C,210322,Smp,LW,C,668560,668560,ok,210322_Smp_LW_C,0,-2.1,Inf,NA,NA,NA
6-Methyladenine_Pos,Inj_vol,0.05840332597294086,0.05840332597294086,210322_Poo_TruePoo_Full1,210322,Poo,TruePoo,Full1,84493592,84493592,ok,210322_Poo_TruePoo_Full1,1073318,-2,78.72186248623427,NA,NA,NA
6-Methyladenine_Pos,Inj_vol,0.05840332597294086,0.05840332597294086,210322_Poo_TruePoo_Full2,210322,Poo,TruePoo,Full2,90392080,90392080,ok,210322_Poo_TruePoo_Full2,1154978,-2.8,78.263031849957315,NA,NA,NA
6-Methyladenine_Pos,Inj_vol,0.05840332597294086,0.05840332597294086,210322_Poo_TruePoo_Full3,210322,Poo,TruePoo,Full3,95696648,95696648,ok,210322_Poo_TruePoo_Full3,1042602,-3.3,91.78636526689955,NA,NA,NA
6-Methyladenine_Pos,Inj_vol,0.05840332597294086,0.05840332597294086,210322_Poo_TruePoo_Half1,210322,Poo,TruePoo,Half1,41051316,82102632,ok,210322_Poo_TruePoo_Half1,185493,-2.2,221.30924617101454,NA,NA,NA
6-Methyladenine_Pos,Inj_vol,0.05840332597294086,0.05840332597294086,210322_Poo_TruePoo_Half2,210322,Poo,TruePoo,Half2,45937280,91874560,ok,210322_Poo_TruePoo_Half2,553590,-3,82.98068968008815,NA,NA,NA
6-Methyladenine_Pos,Inj_vol,0.05840332597294086,0.05840332597294086,210322_Poo_TruePoo_Half3,210322,Poo,TruePoo,Half3,46506476,93012952,ok,210322_Poo_TruePoo_Half3,585322,-3.5,79.45451563412959,NA,NA,NA
Acetyl-L-carnitine_Pos,Inj_vol,0.03732522886509801,0.03732522886509801,210322_Smp_Aloha_A,210322,Smp,Aloha,A,1846661,1846661,ok,210322_Smp_Aloha_A,0,-1.6,Inf,NA,NA,NA
Acetyl-L-carnitine_Pos,Inj_vol,0.03732522886509801,0.03732522886509801,210322_Smp_Aloha_B,210322,Smp,Aloha,B,1421521,1421521,ok,210322_Smp_Aloha_B,0,-1.3,Inf,NA,NA,NA
Acetyl-L-carnitine_Pos,Inj_vol,0.03732522886509801,0.03732522886509801,210322_Smp_Aloha_C,210322,Smp,Aloha,C,1535400,1535400,ok,210322_Smp_Aloha_C,48794,-1.4,31.46698364553019,NA,NA,NA
Acetyl-L-carnitine_Pos,Inj_vol,0.03732522886509801,0.03732522886509801,210322_Smp_NP_A,210322,Smp,NP,A,147809,147809,ok,210322_Smp_NP_A,0,-0.3,Inf,NA,NA,NA
Acetyl-L-carnitine_Pos,Inj_vol,0.03732522886509801,0.03732522886509801,210322_Smp_NP_B,210322,Smp,NP,B,73048,73048,ok,210322_Smp_NP_B,0,1.2,Inf,NA,NA,NA
Acetyl-L-carnitine_Pos,Inj_vol,0.03732522886509801,0.03732522886509801,210322_Smp_NP_C,210322,Smp,NP,C,77010,77010,ok,210322_Smp_NP_C,0,0.2,Inf,NA,NA,NA
Acetyl-L-carnitine_Pos,Inj_vol,0.03732522886509801,0.03732522886509801,210322_Poo_TruePoo_Full1,210322,Poo,TruePoo,Full1,108401456,108401456,ok,210322_Poo_TruePoo_Full1,1606438,-0.8,67.47938980527104,NA,NA,NA
Acetyl-L-carnitine_Pos,Inj_vol,0.03732522886509801,0.03732522886509801,210322_Poo_TruePoo_Full2,210322,Poo,TruePoo,Full2,109626384,109626384,ok,210322_Poo_TruePoo_Full2,1533471,-1.8,71.4890493527429,NA,NA,NA
Acetyl-L-carnitine_Pos,Inj_vol,0.03732522886509801,0.03732522886509801,210322_Poo_TruePoo_Full3,210322,Poo,TruePoo,Full3,107246568,107246568,ok,210322_Poo_TruePoo_Full3,1613420,-2,66.47157466747655,NA,NA,NA
Acetyl-L-carnitine_Pos,Inj_vol,0.03732522886509801,0.03732522886509801,210322_Poo_TruePoo_Half1,210322,Poo,TruePoo,Half1,50780888,101561776,ok,210322_Poo_TruePoo_Half1,746696,-0.2,68.00744613604465,NA,NA,NA
Acetyl-L-carnitine_Pos,Inj_vol,0.03732522886509801,0.03732522886509801,210322_Poo_TruePoo_Half2,210322,Poo,TruePoo,Half2,56931908,113863816,ok,210322_Poo_TruePoo_Half2,1013657,-1.8,56.16486444625746,NA,NA,NA
Acetyl-L-carnitine_Pos,Inj_vol,0.03732522886509801,0.03732522886509801,210322_Poo_TruePoo_Half3,210322,Poo,TruePoo,Half3,53302304,106604608,ok,210322_Poo_TruePoo_Half3,1142399,-2.4,46.65822011398819,NA,NA,NA
Acetylcholine_Pos,Inj_vol,0.08539973012682373,0.08539973012682373,210322_Poo_TruePoo_Full1,210322,Poo,TruePoo,Full1,25161706,25161706,ok,210322_Poo_TruePoo_Full1,976897,-2.2,25.75676453095874,NA,NA,NA
Acetylcholine_Pos,Inj_vol,0.08539973012682373,0.08539973012682373,210322_Poo_TruePoo_Full2,210322,Poo,TruePoo,Full2,26444346,26444346,ok,210322_Poo_TruePoo_Full2,1144686,-3.6,23.101834040077367,NA,NA,NA
Acetylcholine_Pos,Inj_vol,0.08539973012682373,0.08539973012682373,210322_Poo_TruePoo_Full3,210322,Poo,TruePoo,Full3,23080344,23080344,ok,210322_Poo_TruePoo_Full3,798690,-3.7,28.897750065732637,NA,NA,NA
Acetylcholine_Pos,Inj_vol,0.08539973012682373,0.08539973012682373,210322_Poo_TruePoo_Half1,210322,Poo,TruePoo,Half1,11411702,22823404,ok,210322_Poo_TruePoo_Half1,825995,-1.8,13.815703484887923,NA,NA,NA
Acetylcholine_Pos,Inj_vol,0.08539973012682373,0.08539973012682373,210322_Poo_TruePoo_Half2,210322,Poo,TruePoo,Half2,13982876,27965752,ok,210322_Poo_TruePoo_Half2,729573,-2.9,19.165835358490515,NA,NA,NA
Acetylcholine_Pos,Inj_vol,0.08539973012682373,0.08539973012682373,210322_Poo_TruePoo_Half3,210322,Poo,TruePoo,Half3,11583934,23167868,ok,210322_Poo_TruePoo_Half3,844413,-3.7,13.71832740613894,NA,NA,NA
Acetylglutamic acid_Neg,Inj_vol,0.3029831646010575,0.3029831646010575,210322_Poo_TruePoo_Full1,210322,Poo,TruePoo,Full1,5412685,5412685,ok,210322_Poo_TruePoo_Full1,573589,2.7,NA,NA,NA,NA
Acetylglutamic acid_Neg,Inj_vol,0.3029831646010575,0.3029831646010575,210322_Poo_TruePoo_Full2,210322,Poo,TruePoo,Full2,5921881,5921881,ok,210322_Poo_TruePoo_Full2,138072,2.4,NA,NA,NA,NA
Acetylglutamic acid_Neg,Inj_vol,0.3029831646010575,0.3029831646010575,210322_Poo_TruePoo_Full3,210322,Poo,TruePoo,Full3,5456825,5456825,ok,210322_Poo_TruePoo_Full3,82854,1.1,NA,NA,NA,NA
Acetylglutamic acid_Neg,Inj_vol,0.3029831646010575,0.3029831646010575,210322_Poo_TruePoo_Half1,210322,Poo,TruePoo,Half1,2944598,5889196,ok,210322_Poo_TruePoo_Half1,257010,2.8,NA,NA,NA,NA
Acetylglutamic acid_Neg,Inj_vol,0.3029831646010575,0.3029831646010575,210322_Poo_TruePoo_Half2,210322,Poo,TruePoo,Half2,2558068,5116136,ok,210322_Poo_TruePoo_Half2,802962,3.3,NA,NA,NA,NA
Acetylglutamic acid_Neg,Inj_vol,0.3029831646010575,0.3029831646010575,210322_Poo_TruePoo_Half3,210322,Poo,TruePoo,Half3,978170,1956340,ok,210322_Poo_TruePoo_Half3,285077,2.8,NA,NA,NA,NA
Acetylglutamic acid_Pos,Inj_vol,0.28258341518075647,0.28258341518075647,210322_Poo_TruePoo_Full1,210322,Poo,TruePoo,Full1,848939,848939,ok,210322_Poo_TruePoo_Full1,0,-1.2,Inf,NA,NA,NA
Acetylglutamic acid_Pos,Inj_vol,0.28258341518075647,0.28258341518075647,210322_Poo_TruePoo_Full2,210322,Poo,TruePoo,Full2,966831,966831,ok,210322_Poo_TruePoo_Full2,0,-2.3,Inf,NA,NA,NA
Acetylglutamic acid_Pos,Inj_vol,0.28258341518075647,0.28258341518075647,210322_Poo_TruePoo_Full3,210322,Poo,TruePoo,Full3,900651,900651,ok,210322_Poo_TruePoo_Full3,0,-2.5,Inf,NA,NA,NA
Acetylglutamic acid_Pos,Inj_vol,0.28258341518075647,0.28258341518075647,210322_Poo_TruePoo_Half1,210322,Poo,TruePoo,Half1,394691,789382,ok,210322_Poo_TruePoo_Half1,0,-0.2,Inf,NA,NA,NA
Acetylglutamic acid_Pos,Inj_vol,0.28258341518075647,0.28258341518075647,210322_Poo_TruePoo_Half2,210322,Poo,TruePoo,Half2,474714,949428,ok,210322_Poo_TruePoo_Half2,0,-1.6,Inf,NA,NA,NA
Acetylglutamic acid_Pos,Inj_vol,0.28258341518075647,0.28258341518075647,210322_Poo_TruePoo_Half3,210322,Poo,TruePoo,Half3,179600,359200,ok,210322_Poo_TruePoo_Half3,0,-2.2,Inf,NA,NA,NA
Acetylglycine_Neg,Inj_vol,0.17022096654628258,0.17022096654628258,210322_Poo_TruePoo_Full1,210322,Poo,TruePoo,Full1,3515334,3515334,ok,210322_Poo_TruePoo_Full1,0,-2.6,NA,NA,NA,NA
Acetylglycine_Neg,Inj_vol,0.17022096654628258,0.17022096654628258,210322_Poo_TruePoo_Full2,210322,Poo,TruePoo,Full2,4082742,4082742,ok,210322_Poo_TruePoo_Full2,0,-2.9,NA,NA,NA,NA
Acetylglycine_Neg,Inj_vol,0.17022096654628258,0.17022096654628258,210322_Poo_TruePoo_Full3,210322,Poo,TruePoo,Full3,2542140,2542140,ok,210322_Poo_TruePoo_Full3,2001055,-4.1,NA,NA,NA,NA
Acetylglycine_Neg,Inj_vol,0.17022096654628258,0.17022096654628258,210322_Poo_TruePoo_Half1,210322,Poo,TruePoo,Half1,2110520,4221040,ok,210322_Poo_TruePoo_Half1,0,-3,NA,NA,NA,NA
Acetylglycine_Neg,Inj_vol,0.17022096654628258,0.17022096654628258,210322_Poo_TruePoo_Half2,210322,Poo,TruePoo,Half2,2011994,4023988,ok,210322_Poo_TruePoo_Half2,0,-2.5,NA,NA,NA,NA
Acetylglycine_Neg,Inj_vol,0.17022096654628258,0.17022096654628258,210322_Poo_TruePoo_Half3,210322,Poo,TruePoo,Half3,2040681,4081362,ok,210322_Poo_TruePoo_Half3,436633,-4,NA,NA,NA,NA
Aconitic Acid_Neg,Inj_vol,0.19531166643209447,0.19531166643209447,210322_Poo_TruePoo_Full1,210322,Poo,TruePoo,Full1,15787316,15787316,ok,210322_Poo_TruePoo_Full1,0,1.3,NA,NA,NA,NA
Aconitic Acid_Neg,Inj_vol,0.19531166643209447,0.19531166643209447,210322_Poo_TruePoo_Full2,210322,Poo,TruePoo,Full2,12394864,12394864,ok,210322_Poo_TruePoo_Full2,0,1,NA,NA,NA,NA
Aconitic Acid_Neg,Inj_vol,0.19531166643209447,0.19531166643209447,210322_Poo_TruePoo_Full3,210322,Poo,TruePoo,Full3,10492650,10492650,ok,210322_Poo_TruePoo_Full3,0,-0.5,NA,NA,NA,NA
Aconitic Acid_Neg,Inj_vol,0.19531166643209447,0.19531166643209447,210322_Poo_TruePoo_Half1,210322,Poo,TruePoo,Half1,6998559,13997118,ok,210322_Poo_TruePoo_Half1,0,1,NA,NA,NA,NA
Aconitic Acid_Neg,Inj_vol,0.19531166643209447,0.19531166643209447,210322_Poo_TruePoo_Half2,210322,Poo,TruePoo,Half2,5974718,11949436,ok,210322_Poo_TruePoo_Half2,0,1,NA,NA,NA,NA
Aconitic Acid_Neg,Inj_vol,0.19531166643209447,0.19531166643209447,210322_Poo_TruePoo_Half3,210322,Poo,TruePoo,Half3,4541935,9083870,ok,210322_Poo_TruePoo_Half3,0,-0.4,NA,NA,NA,NA
Adenine_Pos,"DL-Alanine, D3",0.15007866007616105,0.02139557789127226,210322_Smp_LW_A,210322,Smp,LW,A,5628096,4991580.785994388,ok,210322_Smp_LW_A,1145456,-3,4.913410903605202,NA,NA,NA
Adenine_Pos,"DL-Alanine, D3",0.15007866007616105,0.02139557789127226,210322_Smp_LW_B,210322,Smp,LW,B,10064902,7103718.543030431,ok,210322_Smp_LW_B,1285384,-2.8,7.830268620116635,NA,NA,NA
Adenine_Pos,"DL-Alanine, D3",0.15007866007616105,0.02139557789127226,210322_Smp_LW_C,210322,Smp,LW,C,14409293,10722982.323412089,ok,210322_Smp_LW_C,1490057,-2.5,9.670296505435697,NA,NA,NA
Adenine_Pos,"DL-Alanine, D3",0.15007866007616105,0.02139557789127226,210322_Poo_TruePoo_Full1,210322,Poo,TruePoo,Full1,85083600,168892722.05553347,ok,210322_Poo_TruePoo_Full1,3773907,-2.2,22.54522965192306,NA,NA,NA
